tokens,pos_tags
And I think that is a wake - up call /.,CC PRP VBP DT VBZ DT VB HYPH RP NN .
Judge 's judge /.,NN POS NN .
/.,.
This is a place that has come a long long way /.,DT VBZ DT NN WDT VBZ VBN DT JJ JJ NN .
Mr. Ellsberg whatever else you may have accomplished or not accomplished by disclosing the Pentagon Papers many people I believe including you felt that your trial would help establish some ground rules or answer some questions about the security classification system uh government secrecy freedom of the press /.,NNP NNP WP RB PRP MD VB VBN CC RB VBN IN VBG DT NNP NNPS JJ NNS PRP VBP VBG PRP VBD IN PRP$ NN MD VB VB DT NN NNS CC VB DT NNS IN DT NN NN NN UH NN NN NN IN DT NN .
Aw /.,UH .
Discovery astronaut Steven Robinson easily removed two worrisome pieces of gap filler material from under the shuttle /.,NNP NN NNP NNP RB VBD CD JJ NNS IN NN NN NN IN IN DT NN .
There 's a lot unanswered questions here /.,EX VBZ DT NN JJ NNS RB .
It 's more than a few /.,PRP VBZ JJR IN DT JJ .
And John if I have made a mistake here I will never forget it /.,CC NNP IN PRP VBP VBN DT NN RB PRP MD RB VB PRP .
Now ten years later goes into a local deli mart and tells the owner that she 's been held captive for the last ten years . Locked in a bedroom about two miles from her childhood home and only recently allowed out /.,"RB CD NNS RB VBZ IN DT JJ NN NN CC VBZ DT NN IN PRP VBZ VBN VBN JJ IN DT JJ CD NNS , VBN IN DT NN RB CD NNS IN PRP$ NN NN CC RB RB VBN RP ."
`` The absence of evidence is not necessarily the evidence of absence '' is another infamous Rumsfeldism .,`` DT NN IN NN VBZ RB RB DT NN IN NN '' VBZ DT JJ NN .
but they have the wrong person /.,CC PRP VBP DT JJ NN .
But he had extreme mood swings and died in a car crash when I was five /.,CC PRP VBD JJ NN NNS CC VBD IN DT NN NN WRB PRP VBD CD .
and I think we have to defer significantly to their judgment in that regard /.,CC PRP VBP PRP VBP TO VB RB IN PRP$ NN IN DT NN .
and I believe that uh you can still perform miracles as you want to call them /.,CC PRP VBP IN UH PRP MD RB VB NNS IN PRP VBP TO VB PRP .
No /.,UH .
I think my hands are tied /.,PRP VBP PRP$ NNS VBP VBN .
Uh-huh .,UH .
you know it 's a little scary /.,PRP VBP PRP VBZ DT JJ JJ .
Do you think those are appropriate terms to refer to the President of the United States with /?,VBP PRP VB DT VBP JJ NNS TO VB IN DT NNP IN DT NNP NNP IN .
you know that can be devastating for someone with um depression or a mental illness /.,PRP VBP DT MD VB JJ IN NN IN UH NN CC DT JJ NN .
About one hundred eighty cars have been torched at this point /.,RB CD CD CD NNS VBP VBN VBN IN DT NN .
We are in a world war /.,PRP VBP IN DT NN NN .
uh it really is uh a really sharp conflict /.,UH PRP RB VBZ UH DT RB JJ NN .
When you have a candidate you 're supporting you do n't say what happens if he does n't win /?,WRB PRP VBP DT NN PRP VBP VBG PRP VBP RB VB WP VBZ IN PRP VBZ RB VB .
"In July 1998 , there followed the `` Rumsfeld Commission '' report on missile threats , wildly claiming , in an unnamed debut of the `` axis of evil '' drawn from the testimony and staff work of right - wing ideologues , that Iran , Iraq , and North Korea would each be able to `` inflict major destruction '' on the U.S. by 2002 .","IN NNP CD , RB VBD DT `` NNP NNP '' NN IN NN NNS , RB VBG , IN DT JJ NN IN DT `` NN IN NN '' VBN IN DT NN CC NN NN IN JJ HYPH NN NNS , IN NNP , NNP , CC NNP NNP MD DT VB JJ TO `` VB JJ NN '' IN DT NNP IN CD ."
And you ca n't do that /.,CC PRP MD RB VB DT .
One six month extension /.,CD CD NN NN .
I do n't know if he 's walking or swimming /.,PRP VBP RB VB IN PRP VBZ VBG CC VBG .
there 's not a single thing that John Bolton said that was n't approved by higher powers /.,EX VBZ RB DT JJ NN WDT NNP NNP VBD WDT VBD RB VBN IN JJR NNS .
She 's a person of authority /.,PRP VBZ DT NN IN NN .
Okay let 's go to Sherrod Brown /.,UH VB PRP VB IN NNP NNP .
The popular minister was found shot to death in his bedroom on Wednesday /.,DT JJ NN VBD VBN VBN IN NN IN PRP$ NN IN NNP .
In fact they sort of nickeled and dimed him on not giving him a fair up or down vote on much less relevant points /.,IN NN PRP RB RB VBD CC VBD PRP IN RB VBG PRP DT JJ JJ CC JJ NN IN RB RBR JJ NNS .
It does /.,PRP VBZ .
"At the end , a pathetic climax to his more than four decades either in government or imploringly on its threshold , there was only his hackneyed memo on Iraq policy -- leaked , even more pathetically , in an apparent attempt somehow to vindicate him after all .","IN DT NN , DT JJ NN IN PRP$ JJR IN CD NNS CC IN NN CC RB IN PRP$ NN , EX VBD RB PRP$ JJ NN IN NNP NN : VBN , RB RBR RB , IN DT JJ NN RB TO VB PRP RB RB ."
We can see some concrete figures .,PRP MD VB DT JJ NNS .
Let me ask you Ed since you 're the Republican of this duo do you think your party will become pragmatic when it becomes closer and closer to the prospect of not only confronting Hillary Clinton in the general election in two thousand eight but possibly losing to her /?,VB PRP VB PRP NNP IN PRP VBP DT NNP IN DT NN VBP PRP VB PRP$ NN MD VB JJ WRB PRP VBZ JJR CC JJR IN DT NN IN RB RB VBG NNP NNP IN DT JJ NN IN CD CD CD CC RB VBG IN PRP .
What did you mean by that /?,WP VBD PRP VB IN DT .
The president 's power to make recess appointments comes from the Constitution /.,DT NNP POS NN TO VB NN NNS VBZ IN DT NNP .
It was a cursory inspection a few pokes and peeks /.,PRP VBD DT NN NN DT JJ NNS CC NNS .
I want people to understand /.,PRP VBP NNS TO VB .
But police here tonight are continuing to look for any bit of evidence that they can /.,CC NNS RB NN VBP VBG TO VB IN DT NN IN NN WDT PRP MD .
Akagera National Park once a spectacular wildlife refuge is now a refuge to many Rwandans who survived the genocide and returned to their native land trying to start life anew /.,NNP NNP NNP RB DT JJ NN NN VBZ RB DT NN IN JJ NNPS WP VBD DT NN CC VBD IN PRP$ JJ NN VBG TO VB NN RB .
I disagree with my friend and respected colleague Trent Lott /.,PRP VBP IN PRP$ NN CC JJ NN NNP NNP .
I think what the American people are most upset about is the Republican Congress is not holding the President 's feet to the fire at all /.,PRP VBP WP DT JJ NNS VBP RBS JJ IN VBZ DT NNP NNP VBZ RB VBG DT NNP POS NNS IN DT NN RB RB .
I 've been in the Times for thirty years disagreeing with Times editorial policy right down the line /.,PRP VBP VBN IN DT NNP IN CD NNS VBG IN NNP JJ NN RB IN DT NN .
and uh again in these kinds of stories it 's odd because myself and my staff feel like we get to know some of the people involved in these cases even though we do n't truly know them /.,CC UH RB IN DT NNS IN NNS PRP VBZ JJ IN PRP CC PRP$ NN VBP IN PRP VBP TO VB DT IN DT NNS VBN IN DT NNS RB IN PRP VBP RB RB VB PRP .
And if they do n't we ca n't have an indefinite American presence in Iraq /.,CC IN PRP VBP RB PRP MD RB VB DT JJ JJ NN IN NNP .
But I expected /-,CC PRP VBD .
But it did provide us with a written statement saying quote like any company we want to make sure our associates customers and local community feel good about us /.,CC PRP VBD VB PRP IN DT VBN NN VBG UH IN DT NN PRP VBP TO VB JJ PRP$ NNS NNS CC JJ NN VBP JJ IN PRP .
There are reports that Zarqawi and al - Qaeda meet stiff resistance indeed violent resistance from Iraqi tribes /.,EX VBP NNS IN NNP CC NNP HYPH NNP VBP JJ NN RB JJ NN IN JJ NNS .
"the end comes when the insurgency clearly understands and recognizes that they ca n't achieve any progress , the only thing they can achieve is killing innocent people /.","DT NN VBZ WRB DT NN RB VBZ CC VBZ IN PRP MD RB VB DT NN , DT JJ NN PRP MD VB VBZ VBG JJ NNS ."
you do n't want to put this to an opinion poll /.,PRP VBP RB VB TO VB DT IN DT NN NN .
Uh you were in class /.,UH PRP VBD IN NN .
Look at what 's happening this weekend /.,VB IN WP VBZ VBG DT NN .
Uh a few violent people can always uh grab headlines and can always kill innocent people /.,UH DT JJ JJ NNS MD RB UH VB NNS CC MD RB VB JJ NNS .
And I 've got such a fantastic fantastic husband /.,CC PRP VBP VBD PDT DT JJ JJ NN .
"Well , right now it is its neighboring countries that did not support it .","UH , RB RB PRP VBZ PRP$ NN NNS WDT VBD RB VB PRP ."
A young blogger was just reprimanded last week because he was a little too candid /.,DT JJ NN VBD RB VBN JJ NN IN PRP VBD DT JJ RB JJ .
What was it whoever tagged who first /?,WP VBD PRP WP VBD WP RB .
The source for this latest is saying Jihadists from Iraq are coming to NYC for an attack on the subway system /.,DT NN IN DT JJS VBZ VBG NNPS IN NNP VBP VBG IN NNP IN DT NN IN DT NN NN .
But he did n't win it /.,CC PRP VBD RB VB PRP .
you 're not giving me enough benefits /.,PRP VBP RB VBG PRP JJ NNS .
That uh piece of foam missed the vehicle /.,DT UH NN IN NN VBD DT NN .
I 'm free /.,PRP VBP JJ .
Big news this weekend /.,JJ NN DT NN .
They say they use a lot of positive reinforcements /.,PRP VBP PRP VBP DT NN IN JJ NNS .
They know that it 's coming time around /.,PRP VBP IN PRP VBZ VBG NN RP .
no I do n't /.,UH PRP VBP RB .
And these are kids whose parents were killed in the genocide /.,CC DT VBP NNS WP$ NNS VBD VBN IN DT NN .
Please include your name and where you 're writing from /.,UH VB PRP$ NN CC WRB PRP VBP VBG IN .
If he ca n't he 's going in /.,IN PRP MD RB PRP VBZ VBG RB .
Did you get uh moody a lot /?,VBD PRP VB UH JJ DT NN .
And Tookie has come up with some interesting observations about why this goes on as /-,CC NNP VBZ VBN RP IN DT JJ NNS IN WRB DT VBZ RP IN .
I will say though Anderson I think the bigger national question out of the state of Virginia might be that this helps the current incumbant governor Mark Warner /.,PRP MD VB RB NNP PRP VBP DT JJR JJ NN IN IN DT NN IN NNP MD VB IN DT VBZ DT JJ JJ NN NNP NNP .
The deadline was supposed to be mid August August fifteenth /.,DT NN VBD VBN TO VB JJ NNP NNP NN .
Are you dating /?,VBP PRP VBG .
is that an optimistic assessment or realistic /?,VBZ DT DT JJ NN CC JJ .
I would tell you if you 're a young Saudi that decides to volunteer for the Jihad and you come into Iraq the chances are extremely good that you 'll never come back from Iraq /.,PRP MD VB PRP IN PRP VBP DT JJ NNP WDT VBZ TO VB IN DT NNP CC PRP VBP IN NNP DT NNS VBP RB JJ IN PRP MD RB VB RB IN NNP .
And um she said this man told her he would love her and take care of her /.,CC UH PRP VBD DT NN VBD PRP PRP MD VB PRP CC VB NN IN PRP .
um eh eh She 's a teacher /.,UH UH UH PRP VBZ DT NN .
and if this is a category one two or three hurricane those barriers are strong enough /.,CC IN DT VBZ DT NN CD CD CC CD NN DT NNS VBP JJ RB .
No I ca n't uh confirm the thirty days now /.,UH PRP MD RB UH VB DT CD NNS RB .
Representative Peter King a Republican of New York said If there is another terror attack the blood will be on their hands Meaning on the editors and reporters of The New York Times and elsewhere /.,NNP NNP NNP DT NNP IN NNP NNP VBD IN EX VBZ DT NN NN DT NN MD VB IN PRP$ NNS VBG IN DT NNS CC NNS IN DT NNP NNP NNP CC RB .
Once you start offering alternatives then suddenly you 're playing defense as well /.,IN PRP VBP VBG NNS RB RB PRP VBP VBG NN RB RB .
Welcome back to Late Edition /.,VBP RP IN NNP NNP .
"and as far as I 'm concerned the critics are determined that this time it 's not going to be like Vietnam , this time as long as our men and women are there everything we possibly can do to support them is going to be done including realistic thinking and constructive criticism /.","CC RB RB IN PRP VBP VBN DT NNS VBP JJ IN DT NN PRP VBZ RB VBG TO VB IN NNP , DT NN RB RB IN PRP$ NNS CC NNS VBP RB NN PRP RB MD VB TO VB PRP VBZ VBG TO VB VBN VBG JJ NN CC JJ NN ."
The polling we have seen with the Wall Street Journal NBC eighty - eight percent say it 's a serious problem /.,DT NN PRP VBP VBN IN DT NNP NNP NNP NNP CD HYPH CD NN VBP PRP VBZ DT JJ NN .
I 'd be like you 're really good at being mad /.,PRP MD VB UH PRP VBP RB JJ IN VBG JJ .
/.,.
Lora is death the answer /?,NNP VBZ NN DT NN .
They also need to hang on to somewhat more secure open seats in Maryland and Vermont as well as fourteen other incumbents /.,PRP RB VBP TO VB RP IN RB RBR JJ JJ NNS IN NNP CC NNP RB RB IN CD JJ NNS .
Well um it 's not a crime to publish classified information /.,UH UH PRP VBZ RB DT NN TO VB JJ NN .
I had anxiety attacks /.,PRP VBD NN NNS .
Uh now Nathan or Ethan I mean you know you hear these reports /.,UH UH NNP CC NNP PRP VBP PRP VBP PRP VBP DT NNS .
He had a lot of resources in a special election where there was turnout that was less than half of what would normally turn out in a normal election in a regularly scheduled election /.,PRP VBD DT NN IN NNS IN DT JJ NN WRB EX VBD NN WDT VBD JJR IN PDT IN WP MD RB VB RP IN DT JJ NN IN DT RB VBN NN .
Bill Safire does the press have an obligation /-,NNP NNP VBZ DT NN VB DT NN .
or do they have to come forward with a specific proposal to deal with these problems including Iraq /?,CC VBP PRP VB TO VB RB IN DT JJ NN TO VB IN DT NNS VBG NNP .
And that would broaden the definition of torture /.,CC DT MD VB DT NN IN NN .
I tend to go the other way and say that whatever you can find that works for you you should embrace and hold on to and just make it work /.,PRP VBP TO VB DT JJ NN CC VB IN WP PRP MD VB WDT VBZ IN PRP PRP MD VB CC VB RP IN CC RB VB PRP VB .
Uh-huh .,UH .
It needs a strong voice from the United States to help reform this vital institution and make it uh relevant and meaningful and powerful for the time that we find ourselves in /.,PRP VBZ DT JJ NN IN DT NNP NNP TO VB VB DT JJ NN CC VBP PRP UH JJ CC JJ CC JJ IN DT NN WDT PRP VBP PRP IN .
Here 's what he said that he opposed the recess appointment of uh John Bolton /.,RB VBZ WP PRP VBD IN PRP VBD DT NN NN IN UH NNP NNP .
but Saddam was not related to flying airplanes into buildings /.,CC NNP VBD RB VBN IN VBG NNS IN NNS .
But you 'll be on it the rest of your life /?,CC PRP MD VB IN PRP DT NN IN PRP$ NN .
There 's been a lot of question about uh the manager of the bar and the fact that he may not have come clean about what he knew early on /.,EX VBZ VBN DT NN IN NN IN UH DT NN IN DT NN CC DT NN IN PRP MD RB VB VBN JJ IN WP PRP VBD RB RB .
Plus the battle over Harriet Miers ' Supreme Court nomination /.,CC DT NN IN NNP NNP POS NNP NNP NN .
That Ray Kelly indicated that they do n't believe he went to visit his mother that day /.,DT NNP NNP VBD IN PRP VBP RB VB PRP VBD TO VB PRP$ NN DT NN .
Could he walk steadily with a lame diplomacy ?,MD PRP VB RB IN DT JJ NN .
We 've thwarted uh literally well over a hundred attacks abroad with an aggressive intelligence operation /.,PRP VBP VBN UH RB RB IN DT CD NNS RB IN DT JJ NN NN .
Very very little spoken between them /.,RB RB JJ VBN IN PRP .
But uh with any short election and a very special election cycle I caution anybody to use this as a bell weather uh for uh where the Republican party is going in Ohio because uh very unique elections make outcomes uh very very different /.,CC UH IN DT JJ NN CC DT RB JJ NN NN PRP VBP NN TO VB DT IN DT NN NN UH IN UH WRB DT NNP NNP VBZ VBG IN NNP IN UH RB JJ NNS VBP NNS UH RB RB JJ .
But that 's his fault /.,CC DT VBZ PRP$ NN .
We have windows in September November December and uh then in February /.,PRP VBP NNS IN NNP NNP NNP CC UH RB IN NNP .
Uh well it does n't say the source of all laws /.,UH UH PRP VBZ RB VB DT NN IN DT NNS .
She is a tough smart resourceful politician with a sense of where she 'd like to take the country /.,PRP VBZ DT JJ JJ JJ NN IN DT NN IN WRB PRP MD VB TO VB DT NN .
I do n't think it ever serves any purpose when a military commander tells the international world the internal community where a particular enemy might be /.,PRP VBP RB VB PRP RB VBZ DT NN WRB DT JJ NN VBZ DT JJ NN DT JJ NN WRB DT JJ NN MD VB .
And the chart said that three battalions were theoretically independent capable of independent operations /.,CC DT NN VBD IN CD NNS VBD RB JJ JJ IN JJ NNS .
We 're learning though that some Democrats liberal Democrats are willing to give Alito a chance /.,PRP VBP VBG RB IN DT NNPS JJ NNPS VBP JJ TO VB NNP DT NN .
I could n't leave the house without thinking that they were going to be chopped into bloody pieces /.,PRP MD RB VB DT NN IN VBG IN PRP VBD VBG TO VB VBN IN JJ NNS .
it was her faith based committments /.,PRP VBD PRP$ NN VBN NNS .
Do n't go away /.,VB RB VB RB .
We feel good /.,PRP VBP JJ .
but also it 's securing the rights of the minority as well /.,CC RB PRP VBZ VBG DT NNS IN DT NN RB RB .
